ligand	receptor	d.ligand	d.receptor	ligand_ensembl	receptor_ensembl
BMP2	ENG	bone morphogenetic protein 2	endoglin	ENSBTAG00000005111	ENSBTAG00000008997
BMP4	BMPR1A	bone morphogenetic protein 4	bone morphogenetic protein receptor type 1A	ENSBTAG00000003835	ENSBTAG00000000231
BMP4	BMPR1B	bone morphogenetic protein 4	bone morphogenetic protein receptor type 1B	ENSBTAG00000003835	ENSBTAG00000002081
BMP4	BMPR2	bone morphogenetic protein 4	bone morphogenetic protein receptor type 2	ENSBTAG00000003835	ENSBTAG00000006420
BMP5	BMPR1A	bone morphogenetic protein 5	bone morphogenetic protein receptor type 1A	ENSBTAG00000012870	ENSBTAG00000000231
BMP5	BMPR1B	bone morphogenetic protein 5	bone morphogenetic protein receptor type 1B	ENSBTAG00000012870	ENSBTAG00000002081
BMP5	BMPR2	bone morphogenetic protein 5	bone morphogenetic protein receptor type 2	ENSBTAG00000012870	ENSBTAG00000006420
BMP6	ACVR1	bone morphogenetic protein 6	activin A receptor type 1	ENSBTAG00000019234	ENSBTAG00000011909
BMP6	ACVR2A	bone morphogenetic protein 6	activin A receptor type 2A	ENSBTAG00000019234	ENSBTAG00000018114
BMP6	BMPR1A	bone morphogenetic protein 6	bone morphogenetic protein receptor type 1A	ENSBTAG00000019234	ENSBTAG00000000231
BMP6	BMPR1B	bone morphogenetic protein 6	bone morphogenetic protein receptor type 1B	ENSBTAG00000019234	ENSBTAG00000002081
BMP6	BMPR2	bone morphogenetic protein 6	bone morphogenetic protein receptor type 2	ENSBTAG00000019234	ENSBTAG00000006420
BMP7	ACVR1	bone morphogenetic protein 7	activin A receptor type 1	ENSBTAG00000015362	ENSBTAG00000011909
BMP7	ACVR2A	bone morphogenetic protein 7	activin A receptor type 2A	ENSBTAG00000015362	ENSBTAG00000018114
BMP7	ACVR2B	bone morphogenetic protein 7	activin A receptor type 2B	ENSBTAG00000015362	ENSBTAG00000018105
BMP7	BMPR1A	bone morphogenetic protein 7	bone morphogenetic protein receptor type 1A	ENSBTAG00000015362	ENSBTAG00000000231
BMP7	BMPR1B	bone morphogenetic protein 7	bone morphogenetic protein receptor type 1B	ENSBTAG00000015362	ENSBTAG00000002081
BMP7	BMPR2	bone morphogenetic protein 7	bone morphogenetic protein receptor type 2	ENSBTAG00000015362	ENSBTAG00000006420
BMP7	ENG	bone morphogenetic protein 7	endoglin	ENSBTAG00000015362	ENSBTAG00000008997
BMP8A	BMPR1A	bone morphogenetic protein 8a	bone morphogenetic protein receptor type 1A	ENSBTAG00000066797	ENSBTAG00000000231
BMP8A	BMPR1B	bone morphogenetic protein 8a	bone morphogenetic protein receptor type 1B	ENSBTAG00000066797	ENSBTAG00000002081
BMP8A	BMPR2	bone morphogenetic protein 8a	bone morphogenetic protein receptor type 2	ENSBTAG00000066797	ENSBTAG00000006420
BMP8B	BMPR1A	bone morphogenetic protein 8b	bone morphogenetic protein receptor type 1A	ENSBTAG00000068008	ENSBTAG00000000231
BMP8B	BMPR1B	bone morphogenetic protein 8b	bone morphogenetic protein receptor type 1B	ENSBTAG00000068008	ENSBTAG00000002081
BMP8B	BMPR2	bone morphogenetic protein 8b	bone morphogenetic protein receptor type 2	ENSBTAG00000068008	ENSBTAG00000006420
BTC	EGFR	betacellulin	epidermal growth factor receptor	ENSBTAG00000004237	ENSBTAG00000011628
BTC	ERBB2	betacellulin	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000004237	ENSBTAG00000021798
BTC	ERBB3	betacellulin	erb-b2 receptor tyrosine kinase 3	ENSBTAG00000004237	ENSBTAG00000010444
BTC	ERBB4	betacellulin	erb-b2 receptor tyrosine kinase 4	ENSBTAG00000004237	ENSBTAG00000012647
BTLA	CD247	B and T lymphocyte associated	CD247 molecule	ENSBTAG00000011871	ENSBTAG00000012700
BTLA	CD79A	B and T lymphocyte associated	CD79a molecule	ENSBTAG00000011871	ENSBTAG00000001882
BTLA	VTCN1	B and T lymphocyte associated	V-set domain containing T cell activation inhibitor 1	ENSBTAG00000011871	ENSBTAG00000014466
C1QA	CD93	complement C1q A chain	CD93 molecule	ENSBTAG00000007153	ENSBTAG00000004207
C1QA	CSPG4	complement C1q A chain	chondroitin sulfate proteoglycan 4	ENSBTAG00000007153	ENSBTAG00000012219
C1QB	LRP1	complement C1q B chain	LDL receptor related protein 1	ENSBTAG00000011196	ENSBTAG00000010830
C1QTNF1	AVPR2	C1q and TNF related 1	arginine vasopressin receptor 2	ENSBTAG00000006276	ENSBTAG00000047138
C1QTNF5	MFRP	C1q and TNF related 5	membrane frizzled-related protein	ENSBTAG00000027766	ENSBTAG00000009748
C3	ADRA2A	complement C3	adrenoceptor alpha 2A	ENSBTAG00000017280	ENSBTAG00000039292
C3	C3AR1	complement C3	complement C3a receptor 1	ENSBTAG00000017280	ENSBTAG00000019741
C3	C5AR2	complement C3	complement C5a receptor 2	ENSBTAG00000017280	ENSBTAG00000037735
C3	CD19	complement C3	CD19 molecule	ENSBTAG00000017280	ENSBTAG00000032122
C3	CD46	complement C3	CD46 molecule	ENSBTAG00000017280	ENSBTAG00000005397
C3	CD81	complement C3	CD81 molecule	ENSBTAG00000017280	ENSBTAG00000047793
C3	GRM7	complement C3	glutamate metabotropic receptor 7	ENSBTAG00000017280	ENSBTAG00000013047
C3	ITGAM	complement C3	integrin subunit alpha M	ENSBTAG00000017280	ENSBTAG00000047238
C3	ITGB2	complement C3	integrin subunit beta 2	ENSBTAG00000017280	ENSBTAG00000017060
C3	LRP1	complement C3	LDL receptor related protein 1	ENSBTAG00000017280	ENSBTAG00000010830
C3	MTNR1A	complement C3	melatonin receptor 1A	ENSBTAG00000017280	ENSBTAG00000046938
C4A	C3AR1	complement C4A (Rodgers blood group)	complement C3a receptor 1	ENSBTAG00000037533	ENSBTAG00000019741
C4A	C5AR2	complement C4A (Rodgers blood group)	complement C5a receptor 2	ENSBTAG00000037533	ENSBTAG00000037735
C4BPA	BMPR2	complement component 4 binding protein alpha	bone morphogenetic protein receptor type 2	ENSBTAG00000009876	ENSBTAG00000006420
C4BPA	CD40	complement component 4 binding protein alpha	CD40 molecule	ENSBTAG00000009876	ENSBTAG00000020736
C4BPA	LRP1	complement component 4 binding protein alpha	LDL receptor related protein 1	ENSBTAG00000009876	ENSBTAG00000010830
C5	ADRA2A	complement C5	adrenoceptor alpha 2A	ENSBTAG00000012210	ENSBTAG00000039292
C5	C5AR1	complement C5	complement C5a receptor 1	ENSBTAG00000012210	ENSBTAG00000020872
C5	C5AR2	complement C5	complement C5a receptor 2	ENSBTAG00000012210	ENSBTAG00000037735
C5	GRM7	complement C5	glutamate metabotropic receptor 7	ENSBTAG00000012210	ENSBTAG00000013047
C5	MTNR1A	complement C5	melatonin receptor 1A	ENSBTAG00000012210	ENSBTAG00000046938
CALCA	ADCYAP1R1	calcitonin related polypeptide alpha	ADCYAP receptor type I	ENSBTAG00000010089	ENSBTAG00000020247
CALCA	ADRB2	calcitonin related polypeptide alpha	adrenoceptor beta 2	ENSBTAG00000010089	ENSBTAG00000002144
CALCA	ADRB3	calcitonin related polypeptide alpha	adrenoceptor beta 3	ENSBTAG00000010089	ENSBTAG00000017981
CALCA	CALCR	calcitonin related polypeptide alpha	calcitonin receptor	ENSBTAG00000010089	ENSBTAG00000017458
CALCA	CALCRL	calcitonin related polypeptide alpha	calcitonin receptor like receptor	ENSBTAG00000010089	ENSBTAG00000008483
CALCA	GPR20	calcitonin related polypeptide alpha	G protein-coupled receptor 20	ENSBTAG00000010089	ENSBTAG00000015985
CALCA	GPR84	calcitonin related polypeptide alpha	G protein-coupled receptor 84	ENSBTAG00000010089	ENSBTAG00000015592
CALCA	PTH1R	calcitonin related polypeptide alpha	parathyroid hormone 1 receptor	ENSBTAG00000010089	ENSBTAG00000016948
CALCA	RAMP2	calcitonin related polypeptide alpha	receptor activity modifying protein 2	ENSBTAG00000010089	ENSBTAG00000019903
CALCA	RAMP3	calcitonin related polypeptide alpha	receptor activity modifying protein 3	ENSBTAG00000010089	ENSBTAG00000020704
CALCA	TSHR	calcitonin related polypeptide alpha	thyroid stimulating hormone receptor	ENSBTAG00000010089	ENSBTAG00000017489
CALCA	VIPR1	calcitonin related polypeptide alpha	vasoactive intestinal peptide receptor 1	ENSBTAG00000010089	ENSBTAG00000006567
CALM1	ABCA1	calmodulin 1	ATP binding cassette subfamily A member 1	ENSBTAG00000025644	ENSBTAG00000020661
CALM1	ADCY8	calmodulin 1	adenylate cyclase 8	ENSBTAG00000025644	ENSBTAG00000014600
CALM1	ADCYAP1R1	calmodulin 1	ADCYAP receptor type I	ENSBTAG00000025644	ENSBTAG00000020247
CALM1	AQP6	calmodulin 1	aquaporin 6	ENSBTAG00000025644	ENSBTAG00000026813
CALM1	CACNA1C	calmodulin 1	calcium voltage-gated channel subunit alpha1 C	ENSBTAG00000025644	ENSBTAG00000010660
CALM1	CALCR	calmodulin 1	calcitonin receptor	ENSBTAG00000025644	ENSBTAG00000017458
CALM1	CNGA2	calmodulin 1	cyclic nucleotide gated channel subunit alpha 2	ENSBTAG00000025644	ENSBTAG00000020725
CALM1	CRHR1	calmodulin 1	corticotropin releasing hormone receptor 1	ENSBTAG00000025644	ENSBTAG00000002749
CALM1	EGFR	calmodulin 1	epidermal growth factor receptor	ENSBTAG00000025644	ENSBTAG00000011628
CALM1	FAS	calmodulin 1	Fas cell surface death receptor	ENSBTAG00000025644	ENSBTAG00000010785
CALM1	GLP1R	calmodulin 1	glucagon like peptide 1 receptor	ENSBTAG00000025644	ENSBTAG00000018224
CALM1	GLP2R	calmodulin 1	glucagon like peptide 2 receptor	ENSBTAG00000025644	ENSBTAG00000005052
CALM1	GP6	calmodulin 1	glycoprotein VI platelet	ENSBTAG00000025644	ENSBTAG00000047175
CALM1	GRM3	calmodulin 1	glutamate metabotropic receptor 3	ENSBTAG00000025644	ENSBTAG00000018989
CALM1	GRM4	calmodulin 1	glutamate metabotropic receptor 4	ENSBTAG00000025644	ENSBTAG00000013632
CALM1	GRM5	calmodulin 1	glutamate metabotropic receptor 5	ENSBTAG00000025644	ENSBTAG00000048061
CALM1	GRM7	calmodulin 1	glutamate metabotropic receptor 7	ENSBTAG00000025644	ENSBTAG00000013047
CALM1	HMMR	calmodulin 1	hyaluronan mediated motility receptor	ENSBTAG00000025644	ENSBTAG00000014773
CALM1	INSR	calmodulin 1	insulin receptor	ENSBTAG00000025644	ENSBTAG00000012687
CALM1	KCNN4	calmodulin 1	potassium calcium-activated channel subfamily N member 4	ENSBTAG00000025644	ENSBTAG00000004588
CALM1	KCNQ1	calmodulin 1	potassium voltage-gated channel subfamily Q member 1	ENSBTAG00000025644	ENSBTAG00000010986
CALM1	KCNQ3	calmodulin 1	potassium voltage-gated channel subfamily Q member 3	ENSBTAG00000025644	ENSBTAG00000020667
CALM1	KCNQ5	calmodulin 1	potassium voltage-gated channel subfamily Q member 5	ENSBTAG00000025644	ENSBTAG00000007791
CALM1	MIP	calmodulin 1	major intrinsic protein of lens fiber	ENSBTAG00000025644	ENSBTAG00000010127
CALM1	MYLK	calmodulin 1	myosin light chain kinase	ENSBTAG00000025644	ENSBTAG00000014567
CALM1	MYLK2	calmodulin 1	myosin light chain kinase 2	ENSBTAG00000025644	ENSBTAG00000014930
CALM1	OPRM1	calmodulin 1	opioid receptor mu 1	ENSBTAG00000025644	ENSBTAG00000019719
CALM1	PDE1A	calmodulin 1	phosphodiesterase 1A	ENSBTAG00000025644	ENSBTAG00000012100
CALM1	PDE1B	calmodulin 1	phosphodiesterase 1B	ENSBTAG00000025644	ENSBTAG00000004337
CALM1	PDE1C	calmodulin 1	phosphodiesterase 1C	ENSBTAG00000025644	ENSBTAG00000002739
CALM1	PLPP6	calmodulin 1	phospholipid phosphatase 6	ENSBTAG00000025644	ENSBTAG00000011050
CALM1	PTH2R	calmodulin 1	parathyroid hormone 2 receptor	ENSBTAG00000025644	ENSBTAG00000011992
CALM1	PTPRA	calmodulin 1	protein tyrosine phosphatase receptor type A	ENSBTAG00000025644	ENSBTAG00000011425
CALM1	SCN10A	calmodulin 1	sodium voltage-gated channel alpha subunit 10	ENSBTAG00000025644	ENSBTAG00000046911
CALM1	SCN4A	calmodulin 1	sodium voltage-gated channel alpha subunit 4	ENSBTAG00000025644	ENSBTAG00000004770
CALM1	SCTR	calmodulin 1	secretin receptor	ENSBTAG00000025644	ENSBTAG00000013619
CALM1	SELL	calmodulin 1	selectin L	ENSBTAG00000025644	ENSBTAG00000011515
CALM1	TRPC3	calmodulin 1	transient receptor potential cation channel subfamily C member 3	ENSBTAG00000025644	ENSBTAG00000019021
CALM1	TRPC5	calmodulin 1	transient receptor potential cation channel subfamily C member 5	ENSBTAG00000025644	ENSBTAG00000010065
CALM1	VIPR1	calmodulin 1	vasoactive intestinal peptide receptor 1	ENSBTAG00000025644	ENSBTAG00000006567
CALM2	ABCA1	calmodulin 2	ATP binding cassette subfamily A member 1	ENSBTAG00000001575	ENSBTAG00000020661
CALM2	ADCY8	calmodulin 2	adenylate cyclase 8	ENSBTAG00000001575	ENSBTAG00000014600
CALM2	AQP6	calmodulin 2	aquaporin 6	ENSBTAG00000001575	ENSBTAG00000026813
CALM2	CACNA1C	calmodulin 2	calcium voltage-gated channel subunit alpha1 C	ENSBTAG00000001575	ENSBTAG00000010660
CALM2	EGFR	calmodulin 2	epidermal growth factor receptor	ENSBTAG00000001575	ENSBTAG00000011628
CALM2	GP6	calmodulin 2	glycoprotein VI platelet	ENSBTAG00000001575	ENSBTAG00000047175
CALM2	GRM5	calmodulin 2	glutamate metabotropic receptor 5	ENSBTAG00000001575	ENSBTAG00000048061
CALM2	GRM7	calmodulin 2	glutamate metabotropic receptor 7	ENSBTAG00000001575	ENSBTAG00000013047
CALM2	INSR	calmodulin 2	insulin receptor	ENSBTAG00000001575	ENSBTAG00000012687
CALM2	KCNQ1	calmodulin 2	potassium voltage-gated channel subfamily Q member 1	ENSBTAG00000001575	ENSBTAG00000010986
CALM2	KCNQ3	calmodulin 2	potassium voltage-gated channel subfamily Q member 3	ENSBTAG00000001575	ENSBTAG00000020667
CALM2	KCNQ5	calmodulin 2	potassium voltage-gated channel subfamily Q member 5	ENSBTAG00000001575	ENSBTAG00000007791
CALM2	MYLK	calmodulin 2	myosin light chain kinase	ENSBTAG00000001575	ENSBTAG00000014567
CALM2	MYLK2	calmodulin 2	myosin light chain kinase 2	ENSBTAG00000001575	ENSBTAG00000014930
CALM2	PDE1A	calmodulin 2	phosphodiesterase 1A	ENSBTAG00000001575	ENSBTAG00000012100
CALM2	PDE1B	calmodulin 2	phosphodiesterase 1B	ENSBTAG00000001575	ENSBTAG00000004337
CALM2	PDE1C	calmodulin 2	phosphodiesterase 1C	ENSBTAG00000001575	ENSBTAG00000002739
CALM2	PLPP6	calmodulin 2	phospholipid phosphatase 6	ENSBTAG00000001575	ENSBTAG00000011050
CALM2	SCN10A	calmodulin 2	sodium voltage-gated channel alpha subunit 10	ENSBTAG00000001575	ENSBTAG00000046911
CALM2	SCN4A	calmodulin 2	sodium voltage-gated channel alpha subunit 4	ENSBTAG00000001575	ENSBTAG00000004770
CALM2	SELL	calmodulin 2	selectin L	ENSBTAG00000001575	ENSBTAG00000011515
CALM2	TRPC5	calmodulin 2	transient receptor potential cation channel subfamily C member 5	ENSBTAG00000001575	ENSBTAG00000010065
CALM3	ABCA1	calmodulin 3	ATP binding cassette subfamily A member 1	ENSBTAG00000014583	ENSBTAG00000020661
CALM3	ADCY8	calmodulin 3	adenylate cyclase 8	ENSBTAG00000014583	ENSBTAG00000014600
CALM3	AQP6	calmodulin 3	aquaporin 6	ENSBTAG00000014583	ENSBTAG00000026813
CALM3	EGFR	calmodulin 3	epidermal growth factor receptor	ENSBTAG00000014583	ENSBTAG00000011628
CALM3	GP6	calmodulin 3	glycoprotein VI platelet	ENSBTAG00000014583	ENSBTAG00000047175
CALM3	GRM5	calmodulin 3	glutamate metabotropic receptor 5	ENSBTAG00000014583	ENSBTAG00000048061
CALM3	GRM7	calmodulin 3	glutamate metabotropic receptor 7	ENSBTAG00000014583	ENSBTAG00000013047
CALM3	INSR	calmodulin 3	insulin receptor	ENSBTAG00000014583	ENSBTAG00000012687
CALM3	KCNQ1	calmodulin 3	potassium voltage-gated channel subfamily Q member 1	ENSBTAG00000014583	ENSBTAG00000010986
CALM3	KCNQ3	calmodulin 3	potassium voltage-gated channel subfamily Q member 3	ENSBTAG00000014583	ENSBTAG00000020667
CALM3	KCNQ5	calmodulin 3	potassium voltage-gated channel subfamily Q member 5	ENSBTAG00000014583	ENSBTAG00000007791
CALM3	MYLK	calmodulin 3	myosin light chain kinase	ENSBTAG00000014583	ENSBTAG00000014567
CALM3	MYLK2	calmodulin 3	myosin light chain kinase 2	ENSBTAG00000014583	ENSBTAG00000014930
CALM3	PDE1A	calmodulin 3	phosphodiesterase 1A	ENSBTAG00000014583	ENSBTAG00000012100
CALM3	PDE1B	calmodulin 3	phosphodiesterase 1B	ENSBTAG00000014583	ENSBTAG00000004337
CALM3	PDE1C	calmodulin 3	phosphodiesterase 1C	ENSBTAG00000014583	ENSBTAG00000002739
CALM3	PLPP6	calmodulin 3	phospholipid phosphatase 6	ENSBTAG00000014583	ENSBTAG00000011050
CALM3	SCN10A	calmodulin 3	sodium voltage-gated channel alpha subunit 10	ENSBTAG00000014583	ENSBTAG00000046911
CALM3	SCN4A	calmodulin 3	sodium voltage-gated channel alpha subunit 4	ENSBTAG00000014583	ENSBTAG00000004770
CALM3	SELL	calmodulin 3	selectin L	ENSBTAG00000014583	ENSBTAG00000011515
CALM3	TRPC5	calmodulin 3	transient receptor potential cation channel subfamily C member 5	ENSBTAG00000014583	ENSBTAG00000010065
CALR	ITGA2B	calreticulin	integrin subunit alpha 2b	ENSBTAG00000015114	ENSBTAG00000008165
CALR	ITGA3	calreticulin	integrin subunit alpha 3	ENSBTAG00000015114	ENSBTAG00000019498
CALR	ITGAV	calreticulin	integrin subunit alpha V	ENSBTAG00000015114	ENSBTAG00000019929
CALR	LRP1	calreticulin	LDL receptor related protein 1	ENSBTAG00000015114	ENSBTAG00000010830
CALR	MTNR1A	calreticulin	melatonin receptor 1A	ENSBTAG00000015114	ENSBTAG00000046938
CALR	SCARF1	calreticulin	scavenger receptor class F member 1	ENSBTAG00000015114	ENSBTAG00000011483
CALR	TSHR	calreticulin	thyroid stimulating hormone receptor	ENSBTAG00000015114	ENSBTAG00000017489
CAMP	EGFR	cathelicidin antimicrobial peptide	epidermal growth factor receptor	ENSBTAG00000013356	ENSBTAG00000011628
CAMP	IGF1R	cathelicidin antimicrobial peptide	insulin like growth factor 1 receptor	ENSBTAG00000013356	ENSBTAG00000021527
CAMP	P2RX7	cathelicidin antimicrobial peptide	purinergic receptor P2X 7	ENSBTAG00000013356	ENSBTAG00000008948
CCK	CCKAR	cholecystokinin	cholecystokinin A receptor	ENSBTAG00000056680	ENSBTAG00000004988
CCK	CCKBR	cholecystokinin	cholecystokinin B receptor	ENSBTAG00000056680	ENSBTAG00000005236
CCL11	ACKR1	C-C motif chemokine ligand 11	atypical chemokine receptor 1 (Duffy blood group)	ENSBTAG00000004129	ENSBTAG00000003220
CCL11	ACKR2	C-C motif chemokine ligand 11	atypical chemokine receptor 2	ENSBTAG00000004129	ENSBTAG00000014162
CCL11	ACKR4	C-C motif chemokine ligand 11	atypical chemokine receptor 4	ENSBTAG00000004129	ENSBTAG00000019577
CCL11	CCR2	C-C motif chemokine ligand 11	C-C motif chemokine receptor 2	ENSBTAG00000004129	ENSBTAG00000056962
CCL11	CCR3	C-C motif chemokine ligand 11	C-C motif chemokine receptor 3	ENSBTAG00000004129	ENSBTAG00000001338
CCL11	CCR5	C-C motif chemokine ligand 11	C-C motif chemokine receptor 5	ENSBTAG00000004129	ENSBTAG00000067584
CCL11	CXCR3	C-C motif chemokine ligand 11	C-X-C motif chemokine receptor 3	ENSBTAG00000004129	ENSBTAG00000014798
CCL14	ACKR1	C-C motif chemokine ligand 14	atypical chemokine receptor 1 (Duffy blood group)	ENSBTAG00000010738	ENSBTAG00000003220
CCL14	ACKR2	C-C motif chemokine ligand 14	atypical chemokine receptor 2	ENSBTAG00000010738	ENSBTAG00000014162
CCL14	CCR1	C-C motif chemokine ligand 14	C-C motif chemokine receptor 1	ENSBTAG00000010738	ENSBTAG00000019428
CCL14	CCR3	C-C motif chemokine ligand 14	C-C motif chemokine receptor 3	ENSBTAG00000010738	ENSBTAG00000001338
CCL14	CCR5	C-C motif chemokine ligand 14	C-C motif chemokine receptor 5	ENSBTAG00000010738	ENSBTAG00000067584
CCL16	ADRA2A	C-C motif chemokine ligand 16	adrenoceptor alpha 2A	ENSBTAG00000069157	ENSBTAG00000039292
CCL16	CCR1	C-C motif chemokine ligand 16	C-C motif chemokine receptor 1	ENSBTAG00000069157	ENSBTAG00000019428
CCL16	CCR2	C-C motif chemokine ligand 16	C-C motif chemokine receptor 2	ENSBTAG00000069157	ENSBTAG00000056962
CCL16	CCR5	C-C motif chemokine ligand 16	C-C motif chemokine receptor 5	ENSBTAG00000069157	ENSBTAG00000067584
CCL16	CCR8	C-C motif chemokine ligand 16	C-C motif chemokine receptor 8	ENSBTAG00000069157	ENSBTAG00000015483
CCL16	GRM7	C-C motif chemokine ligand 16	glutamate metabotropic receptor 7	ENSBTAG00000069157	ENSBTAG00000013047
CCL16	HRH4	C-C motif chemokine ligand 16	histamine receptor H4	ENSBTAG00000069157	ENSBTAG00000020467
CCL16	MTNR1A	C-C motif chemokine ligand 16	melatonin receptor 1A	ENSBTAG00000069157	ENSBTAG00000046938
CCL17	ACKR1	C-C motif chemokine ligand 17	atypical chemokine receptor 1 (Duffy blood group)	ENSBTAG00000066638	ENSBTAG00000003220
CCL17	ACKR2	C-C motif chemokine ligand 17	atypical chemokine receptor 2	ENSBTAG00000066638	ENSBTAG00000014162
CCL17	CCR4	C-C motif chemokine ligand 17	C-C motif chemokine receptor 4	ENSBTAG00000066638	ENSBTAG00000034883
CCL17	CCR8	C-C motif chemokine ligand 17	C-C motif chemokine receptor 8	ENSBTAG00000066638	ENSBTAG00000015483
CCL19	ACKR2	C-C motif chemokine ligand 19	atypical chemokine receptor 2	ENSBTAG00000012684	ENSBTAG00000014162
CCL19	ACKR4	C-C motif chemokine ligand 19	atypical chemokine receptor 4	ENSBTAG00000012684	ENSBTAG00000019577
CCL19	ADRA2A	C-C motif chemokine ligand 19	adrenoceptor alpha 2A	ENSBTAG00000012684	ENSBTAG00000039292
CCL19	CCR10	C-C motif chemokine ligand 19	C-C motif chemokine receptor 10	ENSBTAG00000012684	ENSBTAG00000019095
CCL19	CCR7	C-C motif chemokine ligand 19	C-C motif chemokine receptor 7	ENSBTAG00000012684	ENSBTAG00000015133
CCL19	CCRL2	C-C motif chemokine ligand 19	C-C motif chemokine receptor like 2	ENSBTAG00000012684	ENSBTAG00000006155
CCL19	CXCR3	C-C motif chemokine ligand 19	C-X-C motif chemokine receptor 3	ENSBTAG00000012684	ENSBTAG00000014798
CCL19	GRM7	C-C motif chemokine ligand 19	glutamate metabotropic receptor 7	ENSBTAG00000012684	ENSBTAG00000013047
CCL19	MTNR1A	C-C motif chemokine ligand 19	melatonin receptor 1A	ENSBTAG00000012684	ENSBTAG00000046938
CCL1	CCR8	C-C motif chemokine ligand 1	C-C motif chemokine receptor 8	ENSBTAG00000008832	ENSBTAG00000015483
CCL20	ADRA2A	C-C motif chemokine ligand 20	adrenoceptor alpha 2A	ENSBTAG00000021326	ENSBTAG00000039292
CCL20	CCR6	C-C motif chemokine ligand 20	C-C motif chemokine receptor 6	ENSBTAG00000021326	ENSBTAG00000014496
CCL20	CXCR3	C-C motif chemokine ligand 20	C-X-C motif chemokine receptor 3	ENSBTAG00000021326	ENSBTAG00000014798
CCL20	GRM7	C-C motif chemokine ligand 20	glutamate metabotropic receptor 7	ENSBTAG00000021326	ENSBTAG00000013047
