	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000005861	6.927755911	6.401109357	7.455510711	6.438214815	7.61359669	6.698632976	5.689698629	6.111388909	6.937536909	6.440245876	6.529641636	6.664830294	6.556840161	6.499018238	6.628409667	5.93138116	6.88159013	5.91216114	6.183386293	6.935727225	6.70640458	6.810220741	6.108323857	5.908259163	6.130356132	7.126135394	6.180901568
ENSBTAG00000005862	7.267305928	8.052275171	7.83359901	7.913745731	7.836203613	7.467022567	7.692016647	7.895821709	8.195996105	7.658181002	7.829866449	7.606614488	7.964233512	7.839592352	7.197247829	7.33257043	7.232984655	7.019240609	7.624696869	7.828198848	7.511350346	8.015980344	7.354697238	7.531951936	7.693859355	7.85992807	7.399274126
ENSBTAG00000005863	6.853648255	7.149316184	6.658812643	6.426188673	6.976104358	6.607430956	6.338799911	6.465766837	6.801646912	6.001058945	5.935251295	5.869513006	6.320094854	6.501622512	5.832528674	6.143511158	5.920900712	6.282684024	5.92933591	5.920263403	5.99420851	6.236490958	6.471619894	6.319878017	6.288399504	6.262128573	6.110647866
ENSBTAG00000005864	5.172547516	4.567159437	5.595767961	4.432913415	4.707614845	4.371904209	5.783091848	4.592493238	4.353527116	4.794497468	5.366802183	4.580405315	5.368822068	5.394053314	5.427537062	4.513658727	5.609184669	6.003500789	4.593237929	5.4736888	5.084600252	5.414615156	5.193082045	4.647302908	5.247626917	4.979869085	4.767124969
ENSBTAG00000005865	7.842218589	7.117532858	8.246022857	7.326217917	7.44017177	7.700994965	7.480822897	7.743686224	7.952633001	8.067215553	7.861721347	7.345073339	7.576220961	7.532854935	7.429663694	7.575804738	7.283343397	7.213785579	7.26066076	7.132103196	7.637132775	6.755619118	7.465708558	7.730160261	7.146537143	7.075047504	7.534935051
ENSBTAG00000005869	8.079388198	6.971982828	8.073983772	7.377892622	8.013626354	8.092383033	7.690515268	8.260212439	7.903737539	7.950336457	8.138037649	7.663037929	7.795526598	8.059297895	7.781574316	7.741743949	7.328797236	7.7984652	7.4584157	7.508645624	7.797470297	7.562672829	7.534593805	7.881956137	7.52607619	7.406783887	7.217374548
ENSBTAG00000005870	5.527168435	5.552672311	5.26606994	5.419258501	5.435280494	5.656952635	5.393880168	5.37999613	5.410717964	4.326213866	5.623961761	5.525185703	5.769677638	5.484727385	5.011805426	5.462193458	5.363079576	4.908602299	5.518429543	5.228166876	5.006652132	4.989158117	5.599275031	5.441519775	5.644909548	5.290647647	5.400146654
ENSBTAG00000005871	4.698918513	5.686008003	5.221314182	5.286164702	5.44412798	4.935161393	5.523941287	5.726882109	4.683976768	4.897074645	5.425542043	5.707347955	5.446762187	5.103495777	5.874146148	5.12462661	6.168375634	5.28870963	4.778949507	5.900560825	5.824139869	5.132106013	5.591457571	5.188791611	4.807045823	5.715506853	5.033520241
ENSBTAG00000005877	4.578228222	5.252728859	4.550976191	4.511436567	4.521338144	4.448897429	5.574538842	4.675018187	4.430059491	4.595152794	4.613071788	4.662627134	4.675213177	5.077406145	4.908053488	5.193610028	5.061677109	5.377767092	4.967783922	5.67186312	4.797430091	5.024353368	4.4220342	5.374558196	5.077449922	4.696311254	5.187743752
ENSBTAG00000005884	4.537473321	4.609432019	4.50978345	4.743189152	4.479669229	4.406064656	4.603659203	5.252612096	4.386924062	4.554669809	4.572876695	4.623228215	5.122079727	4.842599797	4.809748743	4.9213854	4.695534883	5.323582187	4.609033254	4.78454021	4.645624969	5.038583695	4.470214827	5.063005215	5.062441311	4.261477316	4.775125139
ENSBTAG00000005885	4.639110184	4.707933464	4.612626829	5.229216913	5.449516261	4.513427319	5.607318682	4.733170073	4.495120728	5.482356698	5.504508436	5.408269453	5.82238422	5.239256773	4.806313776	5.550459286	5.085573344	5.793442811	4.709333364	5.678548336	4.838723884	4.689442911	5.165824998	5.084647751	5.165824998	5.847492964	5.110750932
ENSBTAG00000005888	5.045356239	4.833320068	5.499173354	5.517821327	4.706228023	4.634138363	5.52815736	4.859163317	4.615391716	4.77968496	4.797517117	6.057636326	5.918819171	6.247042035	5.041004125	5.158874651	4.890676957	4.896059475	5.663630603	5.463265961	4.645973219	4.400174847	4.861759091	4.963582672	5.30749526	5.202653	5.254897493
ENSBTAG00000005891	4.395696484	4.467380794	4.368112198	4.328090509	5.176970915	4.694788395	4.461629989	4.493666506	4.896809673	4.412827399	4.43096486	5.429811558	5.376511753	5.135765535	4.592278657	4.51053306	5.308358896	5.558768936	5.713347264	4.672180347	4.661143867	4.95230949	5.209352221	5.192313063	4.7234997	5.574184877	4.721887699
ENSBTAG00000005892	6.022345923	6.689497352	6.102599034	5.983329957	6.223285086	7.518790021	7.155478373	7.223061384	5.650894466	5.541854989	5.640988372	5.896537266	6.228041986	6.111276954	6.78630967	6.684085532	7.219522953	5.968367604	6.691825592	5.900635423	6.493628307	6.059285765	6.077201359	6.382883685	5.793136722	6.168716323	6.550601347
ENSBTAG00000005893	6.15635102	6.013846497	5.952518564	6.697210259	6.154890255	6.383603326	5.552797843	6.215158166	5.877577594	6.447825315	6.097289377	6.389333895	5.767297975	6.577299899	6.054870062	5.78443672	5.428965309	6.438929604	6.510320327	5.973976538	5.951531916	5.619932408	6.409881299	6.046942493	6.388849135	5.852820689	6.152113341
ENSBTAG00000005897	5.908573491	5.856880007	5.886537411	5.807420686	5.827228311	5.971680946	6.140372961	6.274152866	6.446165262	6.15931706	6.39161341	6.512364876	5.615690014	5.875141202	5.86532451	6.237309871	5.65751617	6.013832636	5.354703117	5.661365332	5.886919445	5.298656128	5.942384024	6.259082363	6.030748099	6.033254995	5.622060568
ENSBTAG00000005898	5.947168817	6.745776787	6.983770781	6.760654297	6.340006466	5.72018135	6.681786462	6.72124237	7.234633139	6.320844314	7.201248299	5.944124221	6.721787199	6.085491185	6.443987925	5.81370811	6.604261791	6.010729908	6.252908715	5.861218608	6.610387777	6.507888213	7.118007425	6.291399556	6.548147055	6.470424611	5.83443533
ENSBTAG00000005903	5.959999785	6.836295511	6.073272123	6.211239795	7.045236113	7.33922261	6.850884894	6.938737006	6.744972765	6.420602649	5.794716666	5.405676622	6.553512717	6.534597756	6.01639113	6.583250239	6.405020362	5.883630377	6.330283379	5.699129354	6.07527915	6.197140591	5.974406961	6.645396283	6.702812839	6.170424772	6.107964733
ENSBTAG00000005904	7.760022251	8.139372066	7.981796884	7.647476784	7.483625104	8.265375014	8.494826492	8.035317173	8.163386202	7.704672057	8.368695252	8.131155887	7.609683417	7.596002022	7.74368262	7.499422901	7.725742086	7.861010106	7.598684696	7.226329358	7.687017743	7.547531173	7.783297293	7.551356065	7.567798025	7.875711135	7.051035006
ENSBTAG00000005905	7.523944704	6.71346636	7.663953762	7.164852533	7.672677813	7.614494785	7.529872377	7.372001332	7.186306825	7.160732868	7.332061295	7.698879534	7.522929273	7.533424438	7.381003321	7.531457334	6.854903027	6.295661269	6.676811027	7.599274281	7.156748433	6.667354282	7.283729873	7.480581246	7.559000138	6.880888599	6.638653427
ENSBTAG00000005907	7.959082712	7.679899974	6.686386163	7.538833247	7.187717589	7.767260275	7.960770922	7.769954263	7.995957369	7.69249819	7.489515499	7.863889337	7.705557151	7.500195586	8.107897577	8.104119242	6.837506398	7.171672326	7.815997124	7.283726774	7.853667656	6.469921691	7.852239787	7.681954713	8.341932058	8.287295607	6.565500795
ENSBTAG00000005908	5.449917672	5.942947838	5.098180033	5.049598386	5.061964931	6.201610785	5.358953314	5.323854302	4.724073365	6.494134665	4.499012247	5.967242683	5.142725193	5.579028649	5.380257308	5.228903768	4.592120043	5.372854881	5.83374292	5.62642432	5.493753741	4.94886654	5.531333898	5.712108698	5.502827863	4.673606519	5.369298069
ENSBTAG00000005909	7.738678934	6.353953507	7.58318453	7.837640179	6.825456153	7.847467	6.837726192	6.539973496	7.407616623	7.06727366	6.210953245	6.928257386	7.392973787	7.85586644	7.058599923	7.447707534	6.83927439	6.913762136	6.969175141	6.562303664	7.052019888	6.268455009	7.246904948	7.228141653	7.165711873	6.981731919	6.236415256
ENSBTAG00000005910	5.154016785	4.460338408	4.638203861	4.765147371	5.319443921	4.26294616	5.544730984	5.270543156	4.244367934	5.842445186	5.596432821	5.398067782	5.953372701	5.576341425	5.100888071	5.876513578	6.07586042	6.28375011	5.99696543	5.930831833	5.220041294	5.279752443	5.207876293	6.076292321	5.42209139	5.455810277	6.066717749
ENSBTAG00000005912	5.545509801	6.647456736	5.991812361	5.583636499	5.69955324	5.297853438	5.779798853	5.917357615	6.456168331	5.615222529	5.556691367	5.212153394	6.202507611	5.485073875	5.627448838	5.968195929	5.779935272	5.685251166	5.807803012	5.187068478	5.872975677	5.116072956	5.992689623	5.68917841	6.296367047	6.271875569	6.00794795
ENSBTAG00000005913	7.174329481	7.368900808	7.970966046	7.236747345	7.551611604	7.481727461	7.334797498	7.366724334	8.020071154	7.20316897	7.542348143	7.038713665	7.407625079	7.112295548	7.267110795	7.2145884	7.190164664	7.110508864	6.991154795	6.972905089	7.710578646	7.045857827	7.588603201	7.421520446	7.780735125	7.661955979	7.120860869
ENSBTAG00000005915	5.581200066	4.64670868	5.648915277	5.974568953	6.05780851	5.575250463	5.268028656	5.305286203	4.418873981	4.590635486	5.231593908	5.701604294	5.719610854	5.192135557	5.624751888	5.615446058	5.723494302	6.040385001	6.028680431	5.847275612	5.453637629	5.351641665	4.773483641	5.269519696	5.212835919	5.710838474	5.420660134
ENSBTAG00000005916	6.895006261	6.711687978	6.913879856	6.491091592	6.584617097	6.119505881	7.260909824	7.228494525	7.327837542	6.595948539	6.863401001	6.457889632	6.922536303	7.096576596	6.134692992	6.295419961	6.538955394	6.452554518	6.103785533	6.006729051	6.302464354	6.339562017	6.440638761	6.302464354	7.064602997	6.91338118	6.152138862
ENSBTAG00000005917	5.8010414	4.386971958	5.748419758	5.160827354	5.03837769	5.223308773	4.68483917	5.040485406	4.160889174	6.267109631	5.157541259	5.13097776	4.721568197	5.806962194	4.270904027	5.443958104	5.892093472	5.950211546	5.697357432	5.43891519	4.861161078	5.188787271	5.823410676	5.133959421	5.847490108	4.977170281	6.142611091
ENSBTAG00000005922	4.499408229	5.298947991	4.471317936	4.430562087	4.904178887	4.366099268	4.566551222	4.599175418	4.776494715	4.516853395	4.53532357	4.586403221	4.599376406	4.643610613	4.643610613	4.75399761	5.298351922	5.503981763	4.579608869	4.757653825	4.710204989	4.787701518	5.543150028	4.744076062	4.320794145	4.876433224	4.688139877
ENSBTAG00000005925	4.470548559	4.546991769	4.741661482	4.398454432	5.487263308	4.330950422	4.540859187	4.575022509	4.310616974	4.488816743	4.508158294	4.561647752	4.575232979	4.918108256	4.125407845	4.395973243	4.637304257	4.643142375	4.545411792	5.258359789	4.367374869	4.905663843	5.02815925	4.356265026	5.349668611	5.253681361	4.686128568
ENSBTAG00000005928	6.245363259	6.00955301	5.888547243	5.90991478	5.505393687	6.387157542	6.425322371	6.151127746	6.101410856	6.045542374	6.521720183	6.354107988	5.599213441	6.165966856	6.095554209	5.971791184	6.057013331	5.908925781	5.831209777	5.409376234	5.909608423	5.947134787	6.223719056	6.289013782	6.327723896	5.859963712	5.884154344
ENSBTAG00000005932	5.131875831	5.627325753	4.866314182	4.815224558	5.879792221	6.420138727	5.563605251	5.144522062	4.932315982	5.377246515	5.401293461	5.320962743	5.013929001	6.10434868	5.202021521	5.160326732	5.699061866	5.929389144	5.730674937	6.323760234	5.487855593	5.442178431	5.576574626	5.447315801	5.347985584	5.40260926	5.280214662
ENSBTAG00000005933	5.148074472	5.23366789	5.113487091	4.598460019	4.890298624	4.794645837	5.360014786	5.263761524	5.550461622	5.491811172	4.703794251	4.755153162	5.743713984	4.97016554	5.831611311	4.885508792	5.440450269	5.125036223	4.717777728	5.214398562	5.635360117	4.755346933	5.377588161	4.609331811	4.9588774	5.029745348	4.635256096
ENSBTAG00000005936	4.707715064	5.483423251	4.680462048	4.640920993	5.409529659	5.494123324	5.06707077	4.804508531	4.559540973	4.724640248	4.74255989	4.79211703	5.102648737	5.380513813	5.009999308	5.262193743	5.475766807	4.868992898	5.826449627	4.951185091	4.860370891	4.679184261	5.106445582	5.234223734	4.933080117	4.52369819	5.48650122
ENSBTAG00000005937	4.703222113	4.778720351	4.674170219	4.632019196	4.642574724	5.419902325	5.278542752	4.806404581	4.545267563	4.72126447	4.740366925	5.859628233	4.806612449	4.810618358	4.672327569	4.674416079	4.861137349	4.866903298	5.275222613	4.954520714	4.782366456	5.977125732	5.113251827	4.624865347	4.553890196	5.265726213	4.650591186
ENSBTAG00000005938	4.699990625	4.772538032	4.672074217	5.089142836	4.641713624	4.567506877	4.766717987	4.799140231	4.54820969	4.717327801	4.735683641	5.51077022	5.525710586	5.041912802	5.022123003	4.895960843	4.85985479	5.175182207	4.772645473	5.697178255	5.071072658	5.876904784	4.729573735	4.8550733	4.500309927	4.862343678	4.838331476
ENSBTAG00000005940	6.466546993	5.616691606	6.205821652	5.927075668	6.239849142	6.457337508	5.818507917	5.656890382	6.194240782	5.838398895	5.765202859	5.728572831	5.874990509	5.965755616	5.860268032	5.798216756	5.549313026	5.991972715	5.862716443	5.539700135	5.98927199	5.980165615	5.842271189	5.602543225	6.250614115	6.159390271	5.711612172
ENSBTAG00000005945	4.42861406	5.803067713	4.846505776	4.363725703	5.692913545	4.715683108	4.491897178	5.662766627	4.284667552	4.723815128	5.29375419	5.644233389	4.987580948	5.556312749	5.418394982	5.454630839	5.492763663	6.00106733	6.069927239	5.678332196	5.293213442	5.334934804	4.848434375	5.362178912	5.326752795	5.332931262	5.299669503
ENSBTAG00000005946	4.69890647	4.491975536	4.667132102	5.818387294	5.172823908	4.297589568	4.772186037	4.517196552	4.807585126	5.329093756	4.913493009	5.348870336	4.981982975	5.481876881	4.852237836	5.313822831	5.455357901	5.070908837	5.278673774	5.64086711	4.812717403	4.89155325	4.897016349	5.259633589	5.044291379	5.114851297	5.246819438
ENSBTAG00000005947	9.955129011	9.695274652	9.889092988	9.874448331	10.43814385	8.820931537	9.908075188	7.848681934	9.697662299	10.06614309	8.565760231	9.560892172	9.943408427	9.149358986	9.229673821	8.954904742	7.030318318	6.658413947	8.035026334	7.323595058	8.722771737	8.875712673	8.651577852	8.511021715	8.756664413	8.646694853	8.620746505
ENSBTAG00000005950	4.376864056	4.754365411	4.952992809	4.307926301	4.782173337	4.243377702	4.444096395	4.476764004	5.104449162	4.876179241	5.364019778	4.463974811	5.448468704	4.840930359	4.264843821	4.54949	5.468968025	5.301842912	4.771122595	5.150166676	4.855911959	5.449483712	5.11208993	5.038003875	4.825816403	5.41901922	4.75175361
ENSBTAG00000005951	7.37868987	7.848942162	6.769187725	7.826542067	7.787377186	7.756946529	7.755331713	6.519585464	7.433380224	6.97349159	7.461745854	8.040983801	7.487064565	6.581957239	6.950753173	7.268266773	6.357834329	6.461407098	7.139093138	7.078015209	6.783728675	7.195779087	7.492083316	7.249630016	6.924441974	7.001060931	7.36450443
ENSBTAG00000005952	4.652570574	4.729057377	4.623138278	4.580435334	4.591129076	4.512892829	4.722921297	4.757104101	4.492547786	4.670849175	4.690201756	4.743721717	4.757314691	4.783163577	4.582985409	4.995406691	5.587208254	4.819644232	4.721857916	4.9084089	4.613261977	4.864349161	5.302966512	4.765846533	4.42895656	4.53414206	4.921615213
ENSBTAG00000005953	4.695197473	4.766872313	4.667616832	5.079669135	4.637621403	4.564307181	5.473512552	4.793154552	4.545242092	4.712326125	5.023831884	4.780614086	4.793351894	5.205406328	4.960506857	4.954271297	4.835337366	4.840811314	4.749176963	5.234136086	4.818616319	4.25992842	4.883093608	4.854493066	4.56220103	4.696473928	5.151841951
ENSBTAG00000005954	4.761215372	4.549719434	4.452370471	4.413122711	4.422951199	4.351045211	4.544079837	4.575496839	4.332346328	4.49622098	4.514007703	5.493538946	4.57569039	4.828844257	4.428084184	4.907230042	5.246275071	4.644001904	4.554127683	4.725584437	4.733258751	5.202951188	4.605987111	5.012338623	4.498748179	4.399940485	4.420572581
ENSBTAG00000005955	5.657386914	6.190384143	4.494412032	5.769499008	5.332316506	5.596296026	5.424664015	5.463499819	4.906022006	5.726413875	6.086895091	5.633605924	5.080739328	6.128467999	5.385550256	5.338478751	6.021857005	5.725217847	5.598564472	5.221582897	5.446838851	4.99317662	5.314966047	5.589886909	5.849066208	5.569859507	5.256837321
ENSBTAG00000005957	9.334270878	9.347561028	9.284162163	9.349600919	8.878734434	9.168563013	9.363280241	9.39246833	9.718410317	8.802976777	9.214304667	8.955363361	9.393165564	9.066876588	9.00507529	9.33830664	8.375658047	8.351061974	8.073604	8.533294141	8.842705945	8.569058073	8.92412699	9.150336048	8.972530389	9.34931382	8.256620714
ENSBTAG00000005960	7.037476908	7.150334015	6.816014346	7.466687834	7.509660239	6.463938573	6.416541832	6.434255116	8.224603069	7.555868218	7.125829278	7.011192706	6.573887855	7.329447754	7.190080633	6.54385517	6.871528035	7.210125123	6.844637302	7.413825818	7.520698581	7.742766095	6.63356667	6.8260333	7.642298123	6.281325666	6.901515557
ENSBTAG00000005961	8.627499267	7.790478475	8.412748948	8.144826279	8.06093646	8.854169776	7.489587594	7.90979816	8.77082708	8.110302419	7.50993034	7.975812743	7.898178028	7.927513716	8.08155974	7.762826369	7.382878703	7.339061318	7.971221312	7.598831009	8.337802296	7.050598152	8.105523389	7.904664993	7.926136442	7.869776551	7.737200618
ENSBTAG00000005963	4.68650885	5.425598618	4.968125722	5.102229876	5.544434671	5.34301212	4.461926534	5.389633701	4.242931508	5.125924475	4.728426683	6.113290673	4.494621188	4.769284261	6.03216988	4.905006284	5.46581538	5.059409414	5.8831947	5.148703725	6.141626641	5.330875844	4.761653387	4.552241256	5.056007255	5.314530132	4.935807049
ENSBTAG00000005964	6.668502329	6.144996889	6.056557563	6.485485711	6.656354387	6.627356089	5.695359988	6.387760888	5.698409308	6.23367044	5.773395898	6.926434824	6.206139625	6.418571533	6.123539273	6.596787189	6.025103922	6.787674687	6.083844494	6.250696947	5.999722262	5.760473829	6.201276851	6.643153162	6.146294275	6.017549442	6.704691254
ENSBTAG00000005965	4.613216752	5.015702325	5.227475503	4.539716481	4.550612582	4.470895855	4.684898737	5.246131527	4.450165817	4.631841243	4.651560037	4.706092768	4.719942965	4.23234848	4.488711589	4.803962773	4.779137501	4.785089487	4.68545274	4.875533868	4.533326676	4.646467002	5.286162829	5.322235369	4.72737519	5.543155418	5.343411308
ENSBTAG00000005967	6.322483446	6.069850782	6.375489553	6.087540605	6.292176801	5.739851037	6.342578135	5.879886826	6.172701066	7.160496798	6.374872108	6.053736384	5.911813169	5.358660255	6.49203966	6.505798671	6.302177455	6.015876957	5.86911131	6.234419072	6.533663612	6.121810688	6.240954803	6.607996238	5.479839236	5.860430554	6.728758296
